sector,region,scenario,level_3,year,carbon_price_usd_tco2e
Utilities,China,Medium Risk,16,2041,40.50210526315823
Utilities,China,Medium Risk,17,2042,41.93421052631584
Utilities,China,Medium Risk,18,2043,43.3663157894739
Utilities,China,Medium Risk,19,2044,44.79842105263151
Utilities,China,Medium Risk,20,2045,46.230526315789575
Utilities,China,Medium Risk,21,2046,47.66263157894764
Utilities,China,Medium Risk,22,2047,49.09473684210525
Utilities,China,Medium Risk,23,2048,50.52684210526331
Utilities,China,Medium Risk,24,2049,51.95894736842138
Utilities,China,Medium Risk,25,2050,53.39105263157899
Utilities,EU,High Risk,0,2025,146.6068421052696
Utilities,EU,High Risk,1,2026,172.02105263158592
Utilities,EU,High Risk,2,2027,197.43526315790223
Utilities,EU,High Risk,3,2028,222.84947368421126
Utilities,EU,High Risk,4,2029,248.26368421052757
Utilities,EU,High Risk,5,2030,273.6778947368439
Utilities,EU,High Risk,6,2031,299.0921052631602
Utilities,EU,High Risk,7,2032,324.5063157894765
Utilities,EU,High Risk,8,2033,349.9205263157928
Utilities,EU,High Risk,9,2034,375.3347368421091
Utilities,EU,High Risk,10,2035,400.74894736842543
Utilities,EU,High Risk,11,2036,426.16315789474174
Utilities,EU,High Risk,12,2037,451.57736842105805
Utilities,EU,High Risk,13,2038,476.99157894737436
Utilities,EU,High Risk,14,2039,502.4057894736907
Utilities,EU,High Risk,15,2040,527.820000000007
Utilities,EU,High Risk,16,2041,553.2342105263233
Utilities,EU,High Risk,17,2042,578.6484210526323
Utilities,EU,High Risk,18,2043,604.0626315789486
Utilities,EU,High Risk,19,2044,629.476842105265
Utilities,EU,High Risk,20,2045,654.8910526315813
Utilities,EU,High Risk,21,2046,680.3052631578976
Utilities,EU,High Risk,22,2047,705.7194736842139
Utilities,EU,High Risk,23,2048,731.1336842105302
Utilities,EU,High Risk,24,2049,756.5478947368465
Utilities,EU,High Risk,25,2050,781.9621052631628
Utilities,EU,Low Risk,0,2025,135.49789473684177
Utilities,EU,Low Risk,1,2026,138.05736842105307
Utilities,EU,Low Risk,2,2027,140.61684210526346
Utilities,EU,Low Risk,3,2028,143.17631578947385
Utilities,EU,Low Risk,4,2029,145.73578947368424
Utilities,EU,Low Risk,5,2030,148.29526315789462
Utilities,EU,Low Risk,6,2031,150.854736842105
Utilities,EU,Low Risk,7,2032,153.4142105263163
Utilities,EU,Low Risk,8,2033,155.9736842105267
Utilities,EU,Low Risk,9,2034,158.5331578947371
Utilities,EU,Low Risk,10,2035,161.09263157894748
Utilities,EU,Low Risk,11,2036,163.65210526315786
Utilities,EU,Low Risk,12,2037,166.21157894736825
Utilities,EU,Low Risk,13,2038,168.77105263157864
Utilities,EU,Low Risk,14,2039,171.33052631578994
Utilities,EU,Low Risk,15,2040,173.89000000000033
Utilities,EU,Low Risk,16,2041,176.44947368421072
Utilities,EU,Low Risk,17,2042,179.0089473684211
Utilities,EU,Low Risk,18,2043,181.5684210526315
Utilities,EU,Low Risk,19,2044,184.12789473684188
Utilities,EU,Low Risk,20,2045,186.68736842105318
Utilities,EU,Low Risk,21,2046,189.24684210526357
Utilities,EU,Low Risk,22,2047,191.80631578947396
Utilities,EU,Low Risk,23,2048,194.36578947368434
Utilities,EU,Low Risk,24,2049,196.92526315789473
Utilities,EU,Low Risk,25,2050,199.48473684210512
Utilities,EU,Medium Risk,0,2025,140.16631578947272
Utilities,EU,Medium Risk,1,2026,150.66789473684184
Utilities,EU,Medium Risk,2,2027,161.16947368421097
Utilities,EU,Medium Risk,3,2028,171.6710526315801
Utilities,EU,Medium Risk,4,2029,182.17263157894922
Utilities,EU,Medium Risk,5,2030,192.6742105263147
Utilities,EU,Medium Risk,6,2031,203.17578947368384
Utilities,EU,Medium Risk,7,2032,213.67736842105296
Utilities,EU,Medium Risk,8,2033,224.1789473684221
Utilities,EU,Medium Risk,9,2034,234.6805263157912
Utilities,EU,Medium Risk,10,2035,245.18210526316034
Utilities,EU,Medium Risk,11,2036,255.68368421052583
Utilities,EU,Medium Risk,12,2037,266.18526315789495
Utilities,EU,Medium Risk,13,2038,276.6868421052641
Utilities,EU,Medium Risk,14,2039,287.1884210526332
Utilities,EU,Medium Risk,15,2040,297.6900000000023
Utilities,EU,Medium Risk,16,2041,308.1915789473678
Utilities,EU,Medium Risk,17,2042,318.69315789473694
Utilities,EU,Medium Risk,18,2043,329.19473684210607
Utilities,EU,Medium Risk,19,2044,339.6963157894752
Utilities,EU,Medium Risk,20,2045,350.1978947368443
Utilities,EU,Medium Risk,21,2046,360.6994736842098
Utilities,EU,Medium Risk,22,2047,371.20105263157893
Utilities,EU,Medium Risk,23,2048,381.70263157894806
Utilities,EU,Medium Risk,24,2049,392.2042105263172
Utilities,EU,Medium Risk,25,2050,402.7057894736863
Utilities,Global,High Risk,0,2025,31.18763157894682
Utilities,Global,High Risk,1,2026,37.95578947368449
Utilities,Global,High Risk,2,2027,44.72394736842216
Utilities,Global,High Risk,3,2028,51.49210526315801
Utilities,Global,High Risk,4,2029,58.26026315789568
Utilities,Global,High Risk,5,2030,65.02842105263153
Utilities,Global,High Risk,6,2031,71.7965789473692
Utilities,Global,High Risk,7,2032,78.56473684210505
Utilities,Global,High Risk,8,2033,85.33289473684272
Utilities,Global,High Risk,9,2034,92.10105263157857
Utilities,Global,High Risk,10,2035,98.86921052631624
Utilities,Global,High Risk,11,2036,105.63736842105209
Utilities,Global,High Risk,12,2037,112.40552631578976
Utilities,Global,High Risk,13,2038,119.17368421052743
Utilities,Global,High Risk,14,2039,125.94184210526328
Utilities,Global,High Risk,15,2040,132.71000000000095
Utilities,Global,High Risk,16,2041,139.4781578947368
Utilities,Global,High Risk,17,2042,146.24631578947447
Utilities,Global,High Risk,18,2043,153.01447368421032
Utilities,Global,High Risk,19,2044,159.78263157894798
Utilities,Global,High Risk,20,2045,166.55078947368384
Utilities,Global,High Risk,21,2046,173.3189473684215
Utilities,Global,High Risk,22,2047,180.08710526315735
Utilities,Global,High Risk,23,2048,186.85526315789502
Utilities,Global,High Risk,24,2049,193.6234210526327
Utilities,Global,High Risk,25,2050,200.39157894736854
Utilities,Global,Low Risk,0,2025,31.659736842105303
Utilities,Global,Low Risk,1,2026,32.238421052631566
Utilities,Global,Low Risk,2,2027,32.81710526315783
Utilities,Global,Low Risk,3,2028,33.39578947368409
Utilities,Global,Low Risk,4,2029,33.97447368421058
Utilities,Global,Low Risk,5,2030,34.55315789473684
Utilities,Global,Low Risk,6,2031,35.131842105263104
Utilities,Global,Low Risk,7,2032,35.710526315789366
Utilities,Global,Low Risk,8,2033,36.28921052631563
Utilities,Global,Low Risk,9,2034,36.86789473684212
Utilities,Global,Low Risk,10,2035,37.44657894736838
Utilities,Global,Low Risk,11,2036,38.02526315789464
Utilities,Global,Low Risk,12,2037,38.603947368420904
Utilities,Global,Low Risk,13,2038,39.182631578947394
Utilities,Global,Low Risk,14,2039,39.761315789473656
Utilities,Global,Low Risk,15,2040,40.33999999999992
Utilities,Global,Low Risk,16,2041,40.91868421052618
Utilities,Global,Low Risk,17,2042,41.49736842105267
Utilities,Global,Low Risk,18,2043,42.07605263157893
Utilities,Global,Low Risk,19,2044,42.654736842105194
Utilities,Global,Low Risk,20,2045,43.233421052631456
Utilities,Global,Low Risk,21,2046,43.812105263157946
Utilities,Global,Low Risk,22,2047,44.39078947368421
Utilities,Global,Low Risk,23,2048,44.96947368421047
Utilities,Global,Low Risk,24,2049,45.54815789473673
Utilities,Global,Low Risk,25,2050,46.126842105262995
Utilities,Global,Medium Risk,0,2025,33.32815789473716
Utilities,Global,Medium Risk,1,2026,35.39894736842052
Utilities,Global,Medium Risk,2,2027,37.469736842104794
Utilities,Global,Medium Risk,3,2028,39.540526315789066
Utilities,Global,Medium Risk,4,2029,41.61131578947334
Utilities,Global,Medium Risk,5,2030,43.68210526315761
Utilities,Global,Medium Risk,6,2031,45.75289473684188
Utilities,Global,Medium Risk,7,2032,47.82368421052615
Utilities,Global,Medium Risk,8,2033,49.894473684210425
Utilities,Global,Medium Risk,9,2034,51.9652631578947
Utilities,Global,Medium Risk,10,2035,54.03605263157897
Utilities,Global,Medium Risk,11,2036,56.10684210526324
Utilities,Global,Medium Risk,12,2037,58.17763157894751
Utilities,Global,Medium Risk,13,2038,60.248421052631784
Utilities,Global,Medium Risk,14,2039,62.319210526316056
Utilities,Global,Medium Risk,15,2040,64.39000000000033
Utilities,Global,Medium Risk,16,2041,66.46078947368369
Utilities,Global,Medium Risk,17,2042,68.53157894736796
Utilities,Global,Medium Risk,18,2043,70.60236842105223
Utilities,Global,Medium Risk,19,2044,72.6731578947365
Utilities,Global,Medium Risk,20,2045,74.74394736842078
Utilities,Global,Medium Risk,21,2046,76.81473684210505
Utilities,Global,Medium Risk,22,2047,78.88552631578932
Utilities,Global,Medium Risk,23,2048,80.95631578947359
Utilities,Global,Medium Risk,24,2049,83.02710526315786
Utilities,Global,Medium Risk,25,2050,85.09789473684214
Utilities,India,High Risk,0,2025,8.70315789473716
Utilities,India,High Risk,1,2026,10.62894736842145
Utilities,India,High Risk,2,2027,12.55473684210574
Utilities,India,High Risk,3,2028,14.48052631579003
Utilities,India,High Risk,4,2029,16.406315789473865
Utilities,India,High Risk,5,2030,18.332105263158155
Utilities,India,High Risk,6,2031,20.257894736842445
Utilities,India,High Risk,7,2032,22.183684210526735
Utilities,India,High Risk,8,2033,24.109473684211025
Utilities,India,High Risk,9,2034,26.03526315789486
Utilities,India,High Risk,10,2035,27.96105263157915
Utilities,India,High Risk,11,2036,29.88684210526344
Utilities,India,High Risk,12,2037,31.81263157894773
Utilities,India,High Risk,13,2038,33.73842105263202
Utilities,India,High Risk,14,2039,35.66421052631631
Utilities,India,High Risk,15,2040,37.590000000000146
Utilities,India,High Risk,16,2041,39.515789473684436
Utilities,India,High Risk,17,2042,41.441578947368725
Utilities,India,High Risk,18,2043,43.367368421053015
Utilities,India,High Risk,19,2044,45.293157894737305
Utilities,India,High Risk,20,2045,47.218947368421595
Utilities,India,High Risk,21,2046,49.14473684210543
Utilities,India,High Risk,22,2047,51.07052631578972
Utilities,India,High Risk,23,2048,52.99631578947401
Utilities,India,High Risk,24,2049,54.9221052631583
Utilities,India,High Risk,25,2050,56.84789473684259
Utilities,India,Low Risk,0,2025,8.913947368421077
Utilities,India,Low Risk,1,2026,9.093684210526305
Utilities,India,Low Risk,2,2027,9.27342105263159
Utilities,India,Low Risk,3,2028,9.453157894736876
Utilities,India,Low Risk,4,2029,9.632894736842104
Utilities,India,Low Risk,5,2030,9.81263157894739
Utilities,India,Low Risk,6,2031,9.992368421052674
Utilities,India,Low Risk,7,2032,10.172105263157903
Utilities,India,Low Risk,8,2033,10.351842105263188
Utilities,India,Low Risk,9,2034,10.531578947368416
Utilities,India,Low Risk,10,2035,10.711315789473701
Utilities,India,Low Risk,11,2036,10.891052631578987
Utilities,India,Low Risk,12,2037,11.070789473684215
Utilities,India,Low Risk,13,2038,11.2505263157895
Utilities,India,Low Risk,14,2039,11.430263157894728
Utilities,India,Low Risk,15,2040,11.610000000000014
Utilities,India,Low Risk,16,2041,11.789736842105299
Utilities,India,Low Risk,17,2042,11.969473684210527
Utilities,India,Low Risk,18,2043,12.149210526315812
Utilities,India,Low Risk,19,2044,12.328947368421098
Utilities,India,Low Risk,20,2045,12.508684210526326
Utilities,India,Low Risk,21,2046,12.688421052631611
Utilities,India,Low Risk,22,2047,12.86815789473684
Utilities,India,Low Risk,23,2048,13.047894736842125
Utilities,India,Low Risk,24,2049,13.22763157894741
Utilities,India,Low Risk,25,2050,13.407368421052638
Utilities,India,Medium Risk,0,2025,9.19868421052638
Utilities,India,Medium Risk,1,2026,9.732105263158019
Utilities,India,Medium Risk,2,2027,10.26552631578943
Utilities,India,Medium Risk,3,2028,10.798947368421068
Utilities,India,Medium Risk,4,2029,11.332368421052706
Utilities,India,Medium Risk,5,2030,11.865789473684345
Utilities,India,Medium Risk,6,2031,12.399210526315755
Utilities,India,Medium Risk,7,2032,12.932631578947394
Utilities,India,Medium Risk,8,2033,13.466052631579032
Utilities,India,Medium Risk,9,2034,13.99947368421067
Utilities,India,Medium Risk,10,2035,14.532894736842081
Utilities,India,Medium Risk,11,2036,15.06631578947372
Utilities,India,Medium Risk,12,2037,15.599736842105358
Utilities,India,Medium Risk,13,2038,16.133157894736996
Utilities,India,Medium Risk,14,2039,16.666578947368407
Utilities,India,Medium Risk,15,2040,17.200000000000045
Utilities,India,Medium Risk,16,2041,17.733421052631684
Utilities,India,Medium Risk,17,2042,18.266842105263322
Utilities,India,Medium Risk,18,2043,18.800263157894733
Utilities,India,Medium Risk,19,2044,19.33368421052637
Utilities,India,Medium Risk,20,2045,19.86710526315801
Utilities,India,Medium Risk,21,2046,20.400526315789648
Utilities,India,Medium Risk,22,2047,20.93394736842106
Utilities,India,Medium Risk,23,2048,21.467368421052697
Utilities,India,Medium Risk,24,2049,22.000789473684335
Utilities,India,Medium Risk,25,2050,22.534210526315746
Utilities,USA,High Risk,0,2025,45.64815789473505
Utilities,USA,High Risk,1,2026,54.79894736842107
Utilities,USA,High Risk,2,2027,63.94973684210345
Utilities,USA,High Risk,3,2028,73.10052631578947
Utilities,USA,High Risk,4,2029,82.25131578947185
Utilities,USA,High Risk,5,2030,91.40210526315786
Utilities,USA,High Risk,6,2031,100.55289473684024
Utilities,USA,High Risk,7,2032,109.70368421052626
Utilities,USA,High Risk,8,2033,118.85447368420864
Utilities,USA,High Risk,9,2034,128.00526315789466
Utilities,USA,High Risk,10,2035,137.15605263157704
Utilities,USA,High Risk,11,2036,146.30684210526306
Utilities,USA,High Risk,12,2037,155.45763157894544
Utilities,USA,High Risk,13,2038,164.60842105263146
Utilities,USA,High Risk,14,2039,173.75921052631384
Utilities,USA,High Risk,15,2040,182.90999999999985
Utilities,USA,High Risk,16,2041,192.06078947368223
Utilities,USA,High Risk,17,2042,201.21157894736825
Utilities,USA,High Risk,18,2043,210.36236842105063
Utilities,USA,High Risk,19,2044,219.51315789473665
Utilities,USA,High Risk,20,2045,228.66394736841903
Utilities,USA,High Risk,21,2046,237.81473684210505
Utilities,USA,High Risk,22,2047,246.96552631578743
Utilities,USA,High Risk,23,2048,256.11631578947345
Utilities,USA,High Risk,24,2049,265.26710526315946
Utilities,USA,High Risk,25,2050,274.41789473684184
Utilities,USA,Low Risk,0,2025,46.34684210526325
Utilities,USA,Low Risk,1,2026,47.00105263157889
Utilities,USA,Low Risk,2,2027,47.65526315789475
Utilities,USA,Low Risk,3,2028,48.309473684210616
Utilities,USA,Low Risk,4,2029,48.96368421052625
Utilities,USA,Low Risk,5,2030,49.61789473684212
Utilities,USA,Low Risk,6,2031,50.27210526315798
Utilities,USA,Low Risk,7,2032,50.92631578947362
Utilities,USA,Low Risk,8,2033,51.580526315789484
Utilities,USA,Low Risk,9,2034,52.23473684210535
Utilities,USA,Low Risk,10,2035,52.888947368420986
Utilities,USA,Low Risk,11,2036,53.54315789473685
Utilities,USA,Low Risk,12,2037,54.197368421052715
Utilities,USA,Low Risk,13,2038,54.85157894736835
Utilities,USA,Low Risk,14,2039,55.50578947368422
Utilities,USA,Low Risk,15,2040,56.16000000000008
Utilities,USA,Low Risk,16,2041,56.81421052631572
Utilities,USA,Low Risk,17,2042,57.468421052631584
Utilities,USA,Low Risk,18,2043,58.12263157894745
Utilities,USA,Low Risk,19,2044,58.776842105263086
Utilities,USA,Low Risk,20,2045,59.43105263157895
Utilities,USA,Low Risk,21,2046,60.085263157894815
Utilities,USA,Low Risk,22,2047,60.73947368421045
Utilities,USA,Low Risk,23,2048,61.39368421052632
Utilities,USA,Low Risk,24,2049,62.04789473684218
Utilities,USA,Low Risk,25,2050,62.70210526315782
Utilities,USA,Medium Risk,0,2025,43.73421052631602
Utilities,USA,Medium Risk,1,2026,47.51526315789488
Utilities,USA,Medium Risk,2,2027,51.29631578947374
Utilities,USA,Medium Risk,3,2028,55.0773684210526
Utilities,USA,Medium Risk,4,2029,58.858421052631456
Utilities,USA,Medium Risk,5,2030,62.639473684210316
Utilities,USA,Medium Risk,6,2031,66.42052631578917
Utilities,USA,Medium Risk,7,2032,70.20157894736803
Utilities,USA,Medium Risk,8,2033,73.9826315789478
Utilities,USA,Medium Risk,9,2034,77.76368421052666
Utilities,USA,Medium Risk,10,2035,81.54473684210552
Utilities,USA,Medium Risk,11,2036,85.32578947368438
Utilities,USA,Medium Risk,12,2037,89.10684210526324
Utilities,USA,Medium Risk,13,2038,92.8878947368421
Utilities,USA,Medium Risk,14,2039,96.66894736842096
Utilities,USA,Medium Risk,15,2040,100.44999999999982
Utilities,USA,Medium Risk,16,2041,104.23105263157868
Utilities,USA,Medium Risk,17,2042,108.01210526315754
Utilities,USA,Medium Risk,18,2043,111.7931578947373
Utilities,USA,Medium Risk,19,2044,115.57421052631616
Utilities,USA,Medium Risk,20,2045,119.35526315789502
Utilities,USA,Medium Risk,21,2046,123.13631578947388
Utilities,USA,Medium Risk,22,2047,126.91736842105274
Utilities,USA,Medium Risk,23,2048,130.6984210526316
Utilities,USA,Medium Risk,24,2049,134.47947368421046
Utilities,USA,Medium Risk,25,2050,138.26052631578932
